id data sabor tamanho preco pgto atendente avaliacao
57 2023-02-26 Coco MÉDIO 22.898758595341985 PIX Maria 1.0
600 2024-08-22 Baunilha MÉDIO 23.02277746666614 Dinheiro Maria 3.0
680 2024-11-10 Creme MÉDIO 23.21745638884203 Dinheiro Maria 1.0
644 2024-10-05 Chocolate MÉDIO 23.381418491593365 PIX Carlos 2.0
892 2025-06-10 Uva MÉDIO 23.40671983263063 Dinheiro Maria 3.0
501 2024-05-15 Amendoim MÉDIO 23.423684018798884 Dinheiro Carlos 5.0
781 2025-02-19 Pistache MÉDIO 23.436425272726236 Cartão Maria 5.0
964 2025-08-21 Flocos MÉDIO 23.43792545637848 Cartão Carlos 5.0
252 2023-09-09 Flocos MÉDIO 23.546696474167742 Dinheiro Carlos 5.0
103 2023-04-13 Napolitano MÉDIO 23.572886602731057 Cartão Maria 5.0
835 2025-04-14 Baunilha MÉDIO 23.59103779227375 Dinheiro Carlos 4.0
793 2025-03-03 Flocos MÉDIO 23.609755943226677 PIX Maria 4.0
274 2023-10-01 Amendoim MÉDIO 23.639740242394247 PIX Carlos 4.0
82 2023-03-23 Pistache MÉDIO 23.679891253562403 Dinheiro Maria 5.0
995 2025-09-21 Flocos MÉDIO 23.681620938146143 Cartão João 2.0
667 2024-10-28 Baunilha MÉDIO 23.682534809345352 Dinheiro Carlos 3.0
870 2025-05-19 Flocos MÉDIO 23.711029568250837 PIX Carlos 3.0
976 2025-09-02 Napolitano MÉDIO 23.72311517046118 Dinheiro João 2.0
414 2024-02-18 Chocolate MÉDIO 23.82960476616074 Cartão João 1.0
663 2024-10-24 Pistache MÉDIO 23.85975015488534 PIX Carlos 5.0
269 2023-09-26 Napolitano MÉDIO 23.86305765320234 Dinheiro Maria 4.0
786 2025-02-24 Limao MÉDIO 23.89465673694469 PIX Carlos 1.0
99 2023-04-09 Uva MÉDIO 23.913616149306087 PIX Maria 5.0
459 2024-04-03 Baunilha MÉDIO 23.935429922530535 Cartão João 4.0
920 2025-07-08 Flocos MÉDIO 23.98112682510909 Cartão Maria 1.0
533 2024-06-16 Limao MÉDIO 24.32177292935165 Cartão Carlos 4.0
152 2023-06-01 Limao MÉDIO 24.412310684047362 Dinheiro Maria 3.0
531 2024-06-14 Pistache MÉDIO 24.56893153708247 Dinheiro Maria 3.0
886 2025-06-04 Limao MÉDIO 24.580229468012508 Dinheiro João 5.0
1015 2025-10-11 Morango MÉDIO 24.742940338169767 PIX Maria 3.0
83 2023-03-24 Limao MÉDIO 24.910218999812805 Cartão Maria 2.0
923 2025-07-11 Baunilha MÉDIO 24.915274012932244 Cartão Maria 3.0
481 2024-04-25 Flocos MÉDIO 24.941575872736063 Cartão João 0.0
497 2024-05-11 Coco MÉDIO 24.95944726774769 PIX Carlos 5.0
72 2023-03-13 Napolitano MÉDIO 24.985276226171973 Dinheiro Carlos 5.0
532 2024-06-15 Morango MÉDIO 25.046624231475306 Dinheiro Carlos 4.0
671 2024-11-01 Amendoim MÉDIO 25.096937804930686 Dinheiro Maria 2.0
265 2023-09-22 Morango MÉDIO 25.1951243373628 Cartão Maria 1.0
38 2023-02-07 Napolitano MÉDIO 25.196340561776164 Dinheiro João 5.0
905 2025-06-23 Uva MÉDIO 25.322344932627008 PIX Maria 3.0
491 2024-05-05 Uva MÉDIO 25.32402370935002 Cartão Carlos 2.0
970 2025-08-27 Limao MÉDIO 25.349171469371814 Cartão Carlos 4.0
98 2023-04-08 Chocolate MÉDIO 25.361727155782393 PIX João 1.0
616 2024-09-07 Napolitano MÉDIO 25.44873983351588 Dinheiro Maria 2.0
180 2023-06-29 Amendoim MÉDIO 25.46487715938482 Cartão João 3.0
750 2025-01-19 Coco MÉDIO 25.51466327556828 Cartão Carlos 4.0
31 2023-01-31 Creme MÉDIO 25.672398996833387 PIX Maria 10.0
621 2024-09-12 Napolitano MÉDIO 25.773428419932593 PIX Maria 4.0
302 2023-10-29 Flocos MÉDIO 25.786647999828894 PIX Maria 3.0
736 2025-01-05 Amendoim MÉDIO 25.94755901777188 Dinheiro João 2.0
894 2025-06-12 Baunilha MÉDIO 26.031031441731237 PIX João 1.0
718 2024-12-18 Amendoim MÉDIO 26.217359880450434 Dinheiro Maria 1.0
973 2025-08-30 Banana MÉDIO 26.24876453189515 Cartão Carlos 2.0
802 2025-03-12 Morango MÉDIO 26.348891060012804 PIX Carlos 1.0
200 2023-07-19 Limao MÉDIO 26.357292068428595 PIX Maria 2.0
271 2023-09-28 Chocolate MÉDIO 26.40994707114953 Dinheiro Carlos 1.0
207 2023-07-26 Napolitano MÉDIO 26.410077420687013 Cartão João 5.0
47 2023-02-16 Amendoim MÉDIO 26.54248880119844 PIX Maria 4.0
537 2024-06-20 Amendoim MÉDIO 26.560582578115344 Dinheiro Maria 2.0
1005 2025-10-01 Flocos MÉDIO 26.654735386753718 PIX Maria 1.0
934 2025-07-22 Baunilha MÉDIO 26.718047815595316 PIX Carlos 2.0
825 2025-04-04 Coco MÉDIO 26.767138687042415 Cartão Maria 4.0
189 2023-07-08 Baunilha MÉDIO 26.776463019988764 Dinheiro Carlos 9.0
711 2024-12-11 Limao MÉDIO 26.93114668454381 Dinheiro Carlos 3.0
592 2024-08-14 Limao MÉDIO 26.977693415466963 Dinheiro Maria 0.0
775 2025-02-13 Limao MÉDIO 27.153652206528683 PIX Carlos 5.0
806 2025-03-16 Baunilha MÉDIO 27.244909508988563 Dinheiro Maria 5.0
587 2024-08-09 Coco MÉDIO 27.284295982833434 PIX Carlos 0.0
438 2024-03-13 Morango MÉDIO 27.290972831834324 Cartão João 2.0
483 2024-04-27 Limao MÉDIO 27.346102939945453 Cartão Maria 5.0
579 2024-08-01 Limao MÉDIO 27.447181013052866 Cartão Carlos 2.0
328 2023-11-24 Pistache MÉDIO 27.460383523973494 PIX Maria 3.0
61 2023-03-02 Amendoim MÉDIO 27.49134075501444 Dinheiro Carlos 2.0
569 2024-07-22 Pistache MÉDIO 27.526742341936796 PIX João 1.0
542 2024-06-25 Limao MÉDIO 27.614071912898087 PIX Carlos 4.0
966 2025-08-23 Uva MÉDIO 27.68131549202301 Dinheiro Maria 2.0
316 2023-11-12 Banana MÉDIO 27.792049849613196 Dinheiro Maria 4.0
493 2024-05-07 Napolitano MÉDIO 27.792663812524477 Cartão João 2.0
1010 2025-10-06 Banana MÉDIO 27.896490248469107 Cartão Maria 4.0
784 2025-02-22 Coco MÉDIO 27.982270094666116 PIX Maria 4.0
40 2023-02-09 Limao MÉDIO 28.14531276232277 Dinheiro João 5.0
514 2024-05-28 Limao MÉDIO 28.33743630631176 Dinheiro Maria 0.0
727 2024-12-27 Limao MÉDIO 28.526798956591932 Dinheiro Maria 3.0
888 2025-06-06 Flocos MÉDIO 28.574986963073847 Cartão Carlos 7.0
348 2023-12-14 Coco MÉDIO 28.633494820866588 Cartão Carlos 4.0
978 2025-09-04 Uva MÉDIO 28.727496408369646 Dinheiro João 8.0
440 2024-03-15 Baunilha MÉDIO 28.796471595514586 PIX Maria 1.0
356 2023-12-22 Uva MÉDIO 28.82810737369068 Dinheiro Maria 5.0
915 2025-07-03 Baunilha MÉDIO 28.83317028954241 Dinheiro João 1.0
118 2023-04-28 Limao MÉDIO 28.858305712563013 Cartão Carlos 5.0
333 2023-11-29 Flocos MÉDIO 28.873104750338836 PIX Maria 4.0
183 2023-07-02 Banana MÉDIO 28.882971129528016 PIX Maria 1.0
649 2024-10-10 Chocolate MÉDIO 28.90471355120387 Cartão Carlos 8.0
944 2025-08-01 Limao MÉDIO 28.91559134322558 Dinheiro João 0.0
967 2025-08-24 Coco MÉDIO 29.079733154304442 Dinheiro Carlos 2.0
329 2023-11-25 Creme MÉDIO 29.124348163349584 Dinheiro Maria 2.0
27 2023-01-27 Uva MÉDIO 29.192839183078856 PIX Maria 5.0
851 2025-04-30 Limao MÉDIO 29.331518746249948 Cartão Maria 1.0
913 2025-07-01 Limao MÉDIO 29.416389787608566 Cartão Carlos 1.0
679 2024-11-09 Chocolate MÉDIO 29.597215948329016 Cartão Carlos 1.0
857 2025-05-06 Chocolate MÉDIO 29.649726338506994 Cartão Maria 4.0
1000 2025-09-26 Menta MÉDIO 29.684238411159985 PIX Carlos 5.0
737 2025-01-06 Coco MÉDIO 29.736295567756198 Dinheiro Maria 1.0
86 2023-03-27 Amendoim MÉDIO 29.801744181370637 Dinheiro João 4.0
1020 2025-10-16 Banana MÉDIO 29.80357890820417 Cartão Carlos 5.0
293 2023-10-20 Pistache MÉDIO 29.824327871174223 PIX Carlos 1.0
797 2025-03-07 Flocos MÉDIO 29.83080698441502 Dinheiro João 2.0
951 2025-08-08 Chocolate MÉDIO 29.861995894230294 Dinheiro João 1.0
286 2023-10-13 Morango MÉDIO 29.88262475375489 Cartão Carlos 1.0
604 2024-08-26 Napolitano MÉDIO 29.901804493928477 Dinheiro Carlos 2.0
820 2025-03-30 Pistache MÉDIO 29.9433789452704 Dinheiro Carlos 0.0
444 2024-03-19 Pistache GRANDE 30.016736277400163 PIX João 3.0
354 2023-12-20 Morango GRANDE 30.18873652362434 PIX Carlos 3.0
187 2023-07-06 Limao GRANDE 30.271960778729404 Dinheiro Carlos 3.0
634 2024-09-25 Baunilha GRANDE 30.287685487263467 Cartão João 4.0
607 2024-08-29 Limao GRANDE 30.332812486441348 Dinheiro Maria 2.0
26 2023-01-26 Limao GRANDE 30.453242656760388 Dinheiro João 5.0
551 2024-07-04 Creme GRANDE 30.459553625269915 Dinheiro Maria 5.0
658 2024-10-19 Coco GRANDE 30.51407421555016 Cartão Carlos 1.0
245 2023-09-02 Morango GRANDE 30.58452367369767 PIX João 5.0
709 2024-12-09 Flocos GRANDE 30.713600635652696 Cartão Maria 2.0
292 2023-10-19 Flocos GRANDE 30.937344395082803 Cartão Carlos 5.0
753 2025-01-22 Morango GRANDE 30.97862211036336 Cartão João 4.0
891 2025-06-09 Flocos GRANDE 30.98376556296215 Dinheiro Carlos 1.0
879 2025-05-28 Limao GRANDE 30.994489737428307 Cartão Carlos 2.0
428 2024-03-03 Coco GRANDE 31.016833240393634 Dinheiro Maria 5.0
305 2023-11-01 Uva GRANDE 31.16402423731142 Cartão Carlos 2.0
873 2025-05-22 Coco GRANDE 31.165945890442888 Cartão João 3.0
697 2024-11-27 Pistache GRANDE 31.411955186296687 PIX Carlos 1.0
937 2025-07-25 Flocos GRANDE 31.53624530019469 Dinheiro Carlos 2.0
550 2024-07-03 Amendoim GRANDE 31.599640406136356 PIX Maria 3.0
34 2023-02-03 Napolitano GRANDE 31.6845186459294 Dinheiro João 1.0
253 2023-09-10 Baunilha GRANDE 31.71042670164541 Dinheiro Carlos 2.0
576 2024-07-29 Baunilha GRANDE 31.71291442250105 PIX Carlos 0.0
197 2023-07-16 Limao GRANDE 31.836217265278094 PIX Carlos 4.0
476 2024-04-20 Flocos GRANDE 31.849630061158962 Dinheiro Maria 3.0
1003 2025-09-29 Coco GRANDE 31.905643303852393 Dinheiro Carlos 5.0
498 2024-05-12 Morango GRANDE 31.906530312847842 Cartão Carlos 1.0
939 2025-07-27 Limao GRANDE 31.926803973182658 PIX Maria 4.0
154 2023-06-03 Amendoim GRANDE 31.93639392718874 Cartão Carlos 2.0
955 2025-08-12 Flocos GRANDE 31.936707723143968 PIX Carlos 4.0
123 2023-05-03 Chocolate GRANDE 31.98014452781729 Cartão João 4.0
132 2023-05-12 Flocos GRANDE 31.986128121776353 PIX Carlos 2.0
854 2025-05-03 Chocolate GRANDE 32.053317949960174 Cartão João 5.0
80 2023-03-21 Amendoim GRANDE 32.07165264085894 Dinheiro Maria 4.0
244 2023-09-01 Chocolate GRANDE 32.44505204132414 Cartão Maria 3.0
696 2024-11-26 Amendoim GRANDE 32.481101669271155 Dinheiro Maria 0.0
314 2023-11-10 Limao GRANDE 32.671923309991044 PIX João 1.0
388 2024-01-23 Limao GRANDE 32.76223460253153 Cartão Carlos 2.0
9 2023-01-09 Limao GRANDE 32.79187086564796 PIX Carlos 5.0
140 2023-05-20 Limao GRANDE 32.85580320801245 Dinheiro Carlos 5.0
478 2024-04-22 Baunilha GRANDE 32.969542451728046 Cartão Carlos 1.0
227 2023-08-15 Uva GRANDE 33.01772346412436 Dinheiro João 3.0
30 2023-01-30 Coco GRANDE 33.14012443652172 Cartão João 5.0
462 2024-04-06 Limao GRANDE 33.2078309437 PIX João 1.0
36 2023-02-05 Baunilha GRANDE 33.34055294915799 PIX Maria 4.0
101 2023-04-11 Creme GRANDE 33.5952854067772 Dinheiro João 0.0
430 2024-03-05 Menta GRANDE 33.755370355225494 PIX Maria 2.0
836 2025-04-15 Morango GRANDE 33.78130066131308 Cartão Carlos 3.0
421 2024-02-25 Napolitano GRANDE 33.81713589112843 PIX Maria 5.0
116 2023-04-26 Chocolate GRANDE 33.857546167009374 Cartão Maria 3.0
257 2023-09-14 Morango GRANDE 33.96202358064362 PIX Maria 2.0
508 2024-05-22 Napolitano GRANDE 33.96481599110807 Cartão Carlos 3.0
261 2023-09-18 Chocolate GRANDE 33.98419204536373 Cartão Carlos 2.0
540 2024-06-23 Limao GRANDE 34.08992720363579 Cartão João 5.0
805 2025-03-15 Morango GRANDE 34.09796583337415 Dinheiro Maria 1.0
730 2024-12-30 Uva GRANDE 34.11593174441189 Cartão Carlos 4.0
280 2023-10-07 Amendoim GRANDE 34.230231610219725 PIX Maria 6.0
971 2025-08-28 Baunilha GRANDE 34.32533149296256 PIX Carlos 5.0
681 2024-11-11 Chocolate GRANDE 34.32543776669484 Cartão Maria 4.0
1006 2025-10-02 Banana GRANDE 34.50791339661803 PIX Maria 1.0
637 2024-09-28 Menta GRANDE 34.53624655484127 Dinheiro Carlos 3.0
284 2023-10-11 Limao GRANDE 34.57026235643203 Dinheiro Maria 3.0
298 2023-10-25 Pistache GRANDE 34.604168730686744 PIX Maria 3.0
332 2023-11-28 Limao GRANDE 34.66127584278237 Dinheiro João 1.0
573 2024-07-26 Napolitano GRANDE 34.69160732680583 Dinheiro Carlos 3.0
842 2025-04-21 Maracuja GRANDE 35.0107177008408 Dinheiro Carlos 3.0
840 2025-04-19 Limao GRANDE 35.14445200783583 Dinheiro Carlos 2.0
821 2025-03-31 Flocos GRANDE 35.15002697919303 Dinheiro Carlos 1.0
536 2024-06-19 Napolitano GRANDE 35.24985686864822 PIX Maria 4.0
903 2025-06-21 Uva GRANDE 35.29751137508754 Cartão Carlos 5.0
795 2025-03-05 Limao GRANDE 35.38539858095782 Dinheiro Carlos 5.0
141 2023-05-21 Morango GRANDE 35.56240305634088 Dinheiro Carlos 5.0
238 2023-08-26 Limao GRANDE 35.59299899259009 Dinheiro Carlos 5.0
248 2023-09-05 Napolitano GRANDE 35.626994656781726 Dinheiro João 5.0
168 2023-06-17 Coco GRANDE 35.631759203399376 Cartão Carlos 1.0
21 2023-01-21 Morango GRANDE 35.64059944940597 PIX João 4.0
738 2025-01-07 Napolitano GRANDE 35.68150257640489 PIX João 3.0
668 2024-10-29 Flocos GRANDE 35.77007965527793 Cartão Carlos 1.0
277 2023-10-04 Pistache GRANDE 35.783231431894635 Cartão João 4.0
743 2025-01-12 Uva GRANDE 35.79487506370014 Cartão Maria 3.0
588 2024-08-10 Uva GRANDE 35.857907033313936 PIX João 2.0
788 2025-02-26 Flocos GRANDE 35.867713614567464 Dinheiro João 2.0
601 2024-08-23 Morango GRANDE 35.881740149621045 PIX João 2.0
846 2025-04-25 Coco GRANDE 35.90037509307436 Cartão João 5.0
617 2024-09-08 Flocos GRANDE 36.08991083467666 Cartão Carlos 5.0
833 2025-04-12 Uva GRANDE 36.11596277247995 Dinheiro João 0.0
371 2024-01-06 Amendoim GRANDE 36.20363769235709 PIX Carlos 4.0
790 2025-02-28 Baunilha GRANDE 36.279421262197964 Cartão Maria 2.0
362 2023-12-28 Limao GRANDE 36.335479841657154 Dinheiro Maria 4.0
177 2023-06-26 Morango GRANDE 36.37863201731798 Cartão João 3.0
407 2024-02-11 Chocolate GRANDE 36.42217076947659 Cartão João 4.0
199 2023-07-18 Limao GRANDE 36.4384061438704 Cartão Carlos 4.0
69 2023-03-10 Napolitano GRANDE 36.45686957671542 Dinheiro Carlos 4.0
969 2025-08-26 Coco GRANDE 36.60709980483162 Cartão Maria 0.0
202 2023-07-21 Amendoim GRANDE 36.63082325309797 Cartão Carlos 1.0
557 2024-07-10 Baunilha GRANDE 36.65926468210441 PIX Carlos 1.0
490 2024-05-04 Napolitano GRANDE 36.76956283434743 Cartão João 4.0
58 2023-02-27 Limao GRANDE 36.803199927632 Dinheiro Carlos 3.0
55 2023-02-24 Pistache GRANDE 36.9980621752075 PIX Carlos 4.0
828 2025-04-07 Baunilha GRANDE 37.14611441793488 PIX João 3.0
613 2024-09-04 Napolitano GRANDE 37.161742499417386 Cartão Carlos 5.0
306 2023-11-02 Limao GRANDE 37.23837378428619 PIX Maria 3.0
14 2023-01-14 Napolitano GRANDE 37.25603734463663 PIX Carlos 4.0
731 2024-12-31 Banana GRANDE 37.32469094408004 Cartão Carlos 5.0
126 2023-05-06 Flocos GRANDE 37.33760544708711 Dinheiro Carlos 3.0
882 2025-05-31 Chocolate GRANDE 37.35303242568945 PIX Carlos 1.0
791 2025-03-01 Morango GRANDE 37.426823411874324 PIX Maria 5.0
412 2024-02-16 Baunilha GRANDE 37.54319533504561 Dinheiro Maria 5.0
403 2024-02-07 Baunilha GRANDE 37.61810305400338 Cartão Maria 4.0
991 2025-09-17 Flocos GRANDE 37.86047213141039 PIX Maria 8.0
1019 2025-10-15 Banana GRANDE 37.897612965448516 Dinheiro Maria 4.0
51 2023-02-20 Coco GRANDE 38.02046902694775 Cartão Carlos 3.0
1017 2025-10-13 Coco GRANDE 38.0548159318568 PIX Carlos 4.0
717 2024-12-17 Baunilha GRANDE 38.07920426665241 PIX Maria 5.0
610 2024-09-01 Limao GRANDE 38.152462705051555 PIX Carlos 3.0
650 2024-10-11 Creme GRANDE 38.32065359786804 Dinheiro Maria 2.0
441 2024-03-16 Amendoim GRANDE 38.393752257243236 Dinheiro Carlos 3.0
640 2024-10-01 Uva GRANDE 38.41378941609791 PIX João 1.0
500 2024-05-14 Coco GRANDE 38.47426012640445 Dinheiro Carlos 2.0
789 2025-02-27 Banana GRANDE 38.515405879255994 Cartão João 5.0
303 2023-10-30 Limao GRANDE 38.536893262276806 Cartão Maria 4.0
375 2024-01-10 Limao GRANDE 38.56331732799534 PIX Maria 2.0
687 2024-11-17 Uva GRANDE 38.58110201224464 PIX Carlos 2.0
816 2025-03-26 Uva GRANDE 38.65447073106013 PIX João 3.0
383 2024-01-18 Limao GRANDE 38.856624299663814 Cartão Carlos 4.0
852 2025-05-01 Coco GRANDE 38.93337595636113 PIX João 4.0
450 2024-03-25 Amendoim GRANDE 39.047801182184706 Dinheiro Carlos 4.0
844 2025-04-23 Coco GRANDE 39.12636026120624 PIX Carlos 3.0
15 2023-01-15 Limao GRANDE 39.12738982164276 Dinheiro Maria 1.0
647 2024-10-08 Flocos GRANDE 39.20837742429067 Cartão Maria 1.0
686 2024-11-16 Amendoim GRANDE 39.24944403730189 PIX João 5.0
810 2025-03-20 Napolitano GRANDE 39.279438151205646 Dinheiro Carlos 0.0
484 2024-04-28 Coco GRANDE 39.33045070707037 Dinheiro Carlos 5.0
972 2025-08-29 Napolitano GRANDE 39.38751659995347 Dinheiro João 0.0
231 2023-08-19 Coco GRANDE 39.428074674798985 Dinheiro João 1.0
409 2024-02-13 Creme GRANDE 39.47223205283926 Dinheiro Carlos 2.0
129 2023-05-09 Napolitano GRANDE 39.50748596306603 PIX Maria 1.0
630 2024-09-21 Napolitano GRANDE 39.59467600713909 Dinheiro Carlos 4.0
235 2023-08-23 Morango GRANDE 39.60681077450058 Cartão João 0.0
626 2024-09-17 Pistache GRANDE 39.72153389592006 PIX João 5.0
845 2025-04-24 Limao GRANDE 39.792834057656734 Cartão Carlos 1.0
729 2024-12-29 Pistache GRANDE 39.876199780454186 PIX João 4.0
841 2025-04-20 Morango GRANDE 39.886557359958495 PIX João 4.0
394 2024-01-29 Pistache GRANDE 39.9135874468335 Dinheiro Carlos 2.0
777 2025-02-15 Chocolate GRANDE 40.148109748464506 PIX Maria 5.0
665 2024-10-26 Flocos GRANDE 40.23614268913305 PIX Carlos 5.0
682 2024-11-12 Pistache GRANDE 40.27414353430757 Cartão Carlos 5.0
513 2024-05-27 Uva GRANDE 40.27788861943313 Dinheiro Maria 2.0
598 2024-08-20 Chocolate GRANDE 40.279606293978084 Dinheiro Carlos 2.0
683 2024-11-13 Uva GRANDE 40.288681403726684 Dinheiro Carlos 5.0
715 2024-12-15 Napolitano GRANDE 40.37420969954611 Dinheiro Maria 5.0
530 2024-06-13 Chocolate GRANDE 40.38989178305297 Cartão Maria 4.0
259 2023-09-16 Coco GRANDE 40.402180014472556 Dinheiro Carlos 1.0
288 2023-10-15 Chocolate GRANDE 40.42321106132702 PIX Carlos 3.0
943 2025-07-31 Uva GRANDE 40.47146165906531 Dinheiro Carlos 4.0
301 2023-10-28 Limao GRANDE 40.49967359647738 Dinheiro Maria 2.0
275 2023-10-02 Napolitano GRANDE 40.53067684817555 Cartão João 2.0
115 2023-04-25 Creme GRANDE 40.57690647473175 Cartão Maria 2.0
756 2025-01-25 Baunilha GRANDE 40.7082145256217 PIX Carlos 1.0
499 2024-05-13 Creme GRANDE 40.72654094165012 PIX Carlos 5.0
559 2024-07-12 Uva GRANDE 40.74061045714339 Cartão Maria 4.0
107 2023-04-17 Pistache GRANDE 40.744111898827626 PIX Carlos 1.0
431 2024-03-06 Chocolate GRANDE 40.7772524404961 Dinheiro Carlos 0.0
320 2023-11-16 Creme GRANDE 40.861448627555845 PIX Maria 1.0
341 2023-12-07 Pistache GRANDE 40.884755043964596 Dinheiro João 5.0
706 2024-12-06 Chocolate GRANDE 40.95297108923752 PIX Maria 3.0
94 2023-04-04 Limao GRANDE 41.0063108148382 Cartão Carlos 2.0
685 2024-11-15 Banana GRANDE 41.04422942190397 PIX Maria 2.0
528 2024-06-11 Baunilha GRANDE 41.05084278299698 Cartão João 4.0
898 2025-06-16 Amendoim GRANDE 41.25039456558048 Dinheiro Carlos 1.0
988 2025-09-14 Limao GRANDE 41.448891413140124 Dinheiro Carlos 4.0
942 2025-07-30 Flocos GRANDE 41.47161440021416 Cartão Carlos 1.0
143 2023-05-23 Limao GRANDE 41.51562218611316 PIX Carlos 2.0
290 2023-10-17 Chocolate GRANDE 41.62771884287828 Dinheiro Maria 1.0
914 2025-07-02 Chocolate GRANDE 41.87443930498545 PIX Maria 5.0
619 2024-09-10 Limao GRANDE 41.88094413663869 Cartão João 3.0
510 2024-05-24 Morango GRANDE 41.96720533499252 Dinheiro João 2.0
549 2024-07-02 Morango GRANDE 41.9774590202183 Dinheiro Carlos 4.0
580 2024-08-02 Chocolate GRANDE 42.083288810350474 Dinheiro João 5.0
765 2025-02-03 Banana GRANDE 42.158859108590235 Dinheiro Carlos 1.0
294 2023-10-21 Limao GRANDE 42.28090359311185 Dinheiro Maria 4.0
133 2023-05-13 Uva GRANDE 42.38819926443208 Dinheiro Carlos 2.0
856 2025-05-05 Flocos GRANDE 42.406452634578095 PIX Maria 5.0
448 2024-03-23 Morango GRANDE 42.47410016768434 Cartão Maria 1.0
179 2023-06-28 Creme GRANDE 42.50851925781014 Dinheiro Maria 1.0
408 2024-02-12 Limao GRANDE 42.701610670931835 Dinheiro Maria 1.0
209 2023-07-28 Morango GRANDE 42.766783588567534 Dinheiro Maria 2.0
947 2025-08-04 Pistache GRANDE 42.822591776245744 Cartão Maria 3.0
387 2024-01-22 Creme GRANDE 42.93782587327728 Dinheiro João 3.0
880 2025-05-29 Chocolate GRANDE 42.98364253188773 PIX Carlos 5.0
602 2024-08-24 Coco GRANDE 43.12732720867635 Dinheiro João 3.0
153 2023-06-02 Flocos GRANDE 43.169284459393886 Cartão Maria 5.0
847 2025-04-26 Uva GRANDE 43.22223556368855 Cartão Maria 1.0
861 2025-05-10 Amendoim GRANDE 43.293381354321056 Cartão Carlos 5.0
804 2025-03-14 Napolitano GRANDE 43.30717347975332 PIX João 4.0
436 2024-03-11 Creme GRANDE 43.33589164704802 Dinheiro Maria 1.0
924 2025-07-12 Napolitano GRANDE 43.4500664473665 Dinheiro Carlos 1.0
684 2024-11-14 Uva GRANDE 43.48642563017938 Cartão Carlos 5.0
609 2024-08-31 Uva GRANDE 43.5233854389808 Dinheiro Maria 5.0
591 2024-08-13 Amendoim GRANDE 43.56925029606735 PIX Carlos 4.0
223 2023-08-11 Napolitano GRANDE 43.58710469780642 Dinheiro João 2.0
357 2023-12-23 Menta GRANDE 43.64039132531653 Dinheiro Maria 4.0
948 2025-08-05 Napolitano GRANDE 43.72016530575286 Dinheiro João 1.0
893 2025-06-11 Coco GRANDE 43.726967687584064 PIX Maria 4.0
678 2024-11-08 Creme GRANDE 43.85333509626694 Dinheiro Maria 5.0
272 2023-09-29 Coco GRANDE 43.88381648259703 PIX João 4.0
2 2023-01-02 Creme GRANDE 43.88404919690346 Dinheiro Carlos 0.0
757 2025-01-26 Menta GRANDE 43.917959694916185 PIX Carlos 2.0
612 2024-09-03 Chocolate GRANDE 43.92252913235414 Cartão João 2.0
270 2023-09-27 Uva GRANDE 43.971100696295295 Cartão João 2.0
704 2024-12-04 Chocolate GRANDE 44.050199914028106 Cartão Carlos 2.0
811 2025-03-21 Amendoim GRANDE 44.16157708833571 Dinheiro Carlos 1.0
622 2024-09-13 Morango GRANDE 44.178539675478596 Dinheiro João 1.0
11 2023-01-11 Baunilha GRANDE 44.23217054766389 Dinheiro João 5.0
113 2023-04-23 Baunilha GRANDE 44.23252088112775 Dinheiro João 2.0
522 2024-06-05 Pistache GRANDE 44.233240107918185 PIX João 4.0
246 2023-09-03 Napolitano GRANDE 44.25602107869662 Dinheiro Carlos 5.0
37 2023-02-06 Morango GRANDE 44.2643835327432 PIX Maria 2.0
331 2023-11-27 Chocolate GRANDE 44.26672299860709 Dinheiro Maria 1.0
688 2024-11-18 Menta GRANDE 44.35235345603309 PIX João 3.0
752 2025-01-21 Baunilha GRANDE 44.364708186691225 PIX Maria 8.0
461 2024-04-05 Creme GRANDE 44.424225541743006 PIX João 4.0
740 2025-01-09 Amendoim GRANDE 44.49013868993412 Dinheiro Carlos 2.0
628 2024-09-19 Menta GRANDE 44.50136989358575 PIX João 5.0
6 2023-01-06 Uva GRANDE 44.58230766736552 Cartão Maria 5.0
236 2023-08-24 Chocolate GRANDE 44.61216402815121 PIX Carlos 3.0
881 2025-05-30 Napolitano GRANDE 44.674354048973974 Dinheiro Carlos 2.0
108 2023-04-18 Chocolate GRANDE 44.728486985769074 Dinheiro Carlos 5.0
1013 2025-10-09 Flocos GRANDE 44.73602669000113 Dinheiro Carlos 9.0
164 2023-06-13 Amendoim GRANDE 44.80865164139726 Dinheiro João 1.0
751 2025-01-20 Uva GRANDE 44.83732507456254 Cartão Maria 3.0
475 2024-04-19 Limao GRANDE 44.84180278439883 Dinheiro Carlos 5.0
872 2025-05-21 Napolitano GRANDE 44.85701937171044 PIX Carlos 2.0
831 2025-04-10 Menta GRANDE 44.938202938126736 Cartão Maria 5.0
552 2024-07-05 Morango GRANDE 44.957355105408844 Cartão Carlos 3.0
1 2023-01-01 Limao GRANDE 45.098306868171626 Dinheiro Carlos 2.0
603 2024-08-25 Chocolate GRANDE 45.11184671460157 Dinheiro Maria 1.0
1002 2025-09-28 Baunilha GRANDE 45.143764767777675 Dinheiro Carlos 5.0
606 2024-08-28 Napolitano GRANDE 45.33728106391549 Dinheiro Carlos 3.0
65 2023-03-06 Amendoim GRANDE 45.62802052191674 PIX Maria 3.0
819 2025-03-29 Flocos GRANDE 45.657590571324604 Cartão Maria 3.0
